Edge,Count
"(314459, 80515)",190
"(7537, 1113534)",0
"(7537, 1131348)",0
"(7537, 409255)",95
"(80515, 80491)",135
"(1138027, 315789)",55
"(315789, 1139195)",0
"(8079, 105057)",5
"(8079, 27249)",7
"(105057, 27895)",0
"(105057, 36140)",67
"(8224, 1108728)",0
"(8224, 1111788)",0
"(8224, 1128531)",145
"(8224, 1132815)",0
"(8224, 11342)",8
"(8224, 1153148)",25
"(8224, 1153866)",75
"(8224, 133615)",80
"(8224, 22431)",91
"(8224, 22563)",0
"(8224, 23738)",0
"(8224, 55403)",65
"(8224, 601567)",0
"(8224, 62389)",0
"(8224, 97377)",0
"(1108728, 137359)",0
"(1108728, 137380)",0
"(1111788, 20584)",15
"(1111788, 46887)",42
"(1128531, 55403)",140
"(1128531, 133615)",115
"(1132815, 36162)",0
"(11342, 23738)",61
"(1153148, 23738)",46
"(1153866, 133615)",95
"(133615, 55403)",155
"(22431, 144330)",0
"(22431, 75121)",2
"(22563, 10435)",49
"(22563, 107251)",120
"(22563, 107252)",146
"(22563, 1103394)",170
"(22563, 1121459)",0
"(22563, 22564)",94
"(22563, 22566)",135
"(22563, 36140)",1
"(22563, 389715)",79
"(22563, 63915)",11
"(22563, 94229)",0
"(22563, 23738)",0
"(23738, 101662)",54
"(23738, 101811)",83
"(23738, 11325)",0
"(23738, 1153064)",55
"(23738, 189574)",0
"(23738, 27249)",0
"(23738, 73146)",0
"(23738, 84020)",0
"(23738, 27895)",0
"(62389, 1107325)",0
"(97377, 211432)",0
"(8581, 1120059)",123
"(8581, 75691)",0
"(8581, 69198)",0
"(8581, 135464)",0
"(75691, 30817)",4
"(8591, 137956)",48
"(8591, 167205)",0
"(8591, 709113)",100
"(8591, 8594)",135
"(137956, 58268)",70
"(137956, 13024)",110
"(709113, 8594)",96
"(709113, 1134031)",0
"(8594, 1132809)",54
"(8594, 180187)",0
"(8594, 232605)",32
"(8594, 58268)",22
"(1132809, 232606)",60
"(180187, 1131719)",0
"(232605, 25413)",100
"(232605, 232606)",130
"(58268, 13024)",90
"(58268, 899119)",85
"(8617, 12359)",0
"(8617, 36145)",131
"(12359, 1131634)",0
"(12359, 16451)",0
"(12359, 16476)",6
"(36145, 8619)",89
"(36145, 1105672)",4
"(8687, 1102751)",0
"(8687, 38000)",0
"(8687, 155158)",0
"(1102751, 8696)",72
"(38000, 13717)",0
"(38000, 63915)",0
"(101145, 89308)",0
"(173884, 27535)",75
"(173884, 92589)",0
"(27535, 1112026)",0
"(27535, 308232)",100
"(27535, 34961)",66
"(27535, 51866)",110
"(308232, 46491)",0
"(51866, 22883)",120
"(51866, 34961)",144
"(51866, 51879)",98
"(59244, 89335)",95
"(1129570, 57119)",23
"(395075, 8872)",109
"(395075, 8874)",115
"(608292, 8874)",80
"(8872, 1104647)",5
"(8872, 1125092)",97
"(8872, 1152761)",51
"(8872, 1153860)",50
"(1104647, 45603)",89
"(1104647, 48764)",68
"(1104647, 48768)",0
"(1125092, 45603)",69
"(1125092, 48764)",90
"(8874, 1120643)",0
"(8874, 1153816)",0
"(1120643, 48781)",90
"(1120643, 100935)",57
"(1120643, 175256)",0
"(1120643, 397488)",104
"(1153816, 61069)",1
"(1152676, 57119)",6
"(8961, 1133390)",0
"(9513, 102879)",86
"(9513, 9515)",115
"(9513, 15429)",128
"(102879, 9515)",104
"(9515, 10177)",68
"(9515, 15429)",68
"(9559, 1102794)",0
"(9559, 252725)",0
"(9581, 1130780)",110
"(9581, 633585)",144
"(9581, 31489)",95
"(1130780, 31489)",155
"(1130780, 633081)",80
"(633585, 31489)",99
"(633585, 40605)",141
"(633585, 633721)",133
"(633585, 884094)",120
"(9586, 1120138)",140
"(9586, 33818)",160
"(9586, 78552)",130
"(9586, 78557)",80
"(1120138, 33818)",165
"(1120138, 78508)",0
"(1120138, 78555)",160
"(1120138, 78557)",134
"(33818, 1123087)",0
"(33818, 78549)",165
"(33818, 78552)",150
"(33818, 78557)",150
"(33818, 33823)",88
"(33818, 78555)",150
"(1153003, 34257)",62
"(1153003, 270600)",0
"(1153003, 368605)",79
"(9716, 28674)",0
"(10169, 114189)",0
"(10169, 158614)",0
"(10169, 17798)",38
"(10169, 211875)",0
"(10169, 39131)",27
"(10169, 711598)",0
"(10169, 10177)",0
"(10169, 15429)",0
"(114189, 31479)",0
"(114189, 88356)",46
"(17798, 1152308)",50
"(17798, 39131)",70
"(17798, 56167)",65
"(10177, 12197)",92
"(10177, 12198)",29
"(10177, 124734)",19
"(10177, 15429)",31
"(10177, 249858)",56
"(10177, 27606)",147
"(10177, 67415)",37
"(10177, 68495)",62
"(12197, 111866)",70
"(12197, 1119471)",0
"(12197, 68495)",95
"(12197, 15429)",55
"(12198, 1126350)",0
"(12198, 12158)",159
"(12198, 12199)",83
"(12198, 95225)",35
"(12198, 12350)",60
"(124734, 20601)",89
"(124734, 27606)",104
"(124734, 59626)",1
"(15429, 12350)",0
"(15429, 175576)",0
"(15429, 210309)",0
"(15429, 217115)",0
"(15429, 219239)",0
"(15429, 35854)",0
"(15429, 41666)",0
"(15429, 89547)",0
"(249858, 27606)",135
"(249858, 59626)",18
"(249858, 64319)",80
"(249858, 111866)",155
"(27606, 111866)",90
"(67415, 12350)",41
"(67415, 1110256)",45
"(67415, 1135746)",94
"(67415, 12195)",103
"(67415, 171954)",80
"(67415, 38722)",117
"(67415, 51180)",119
"(68495, 12350)",0
"(10183, 10430)",75
"(10183, 1114336)",70
"(10183, 1120713)",35
"(10183, 259772)",75
"(10183, 47570)",0
"(10183, 54550)",0
"(10183, 10798)",0
"(10430, 1120713)",85
"(1114336, 259772)",75
"(10435, 1103394)",120
"(10435, 208345)",0
"(10435, 22566)",125
"(10435, 41417)",0
"(10435, 22564)",135
"(1103394, 22564)",185
"(1103394, 22566)",130
"(208345, 55770)",85
"(208345, 55801)",27
"(208345, 1114777)",101
"(22566, 22564)",155
"(41417, 1113551)",0
"(41417, 128383)",94
"(10531, 1102850)",0
"(10531, 1107567)",76
"(10531, 1129442)",154
"(10531, 194617)",57
"(10531, 31336)",155
"(10531, 31349)",135
"(10531, 31353)",175
"(10531, 43698)",135
"(10531, 686532)",145
"(1107567, 12165)",180
"(1107567, 12195)",55
"(1107567, 12238)",78
"(1107567, 31353)",70
"(1129442, 31336)",175
"(1129442, 31353)",122
"(1129442, 43698)",170
"(194617, 31353)",112
"(194617, 31927)",175
"(194617, 1124844)",160
"(194617, 1129572)",111
"(194617, 215912)",100
"(31336, 31349)",140
"(31336, 686532)",95
"(31336, 31353)",125
"(31349, 686532)",140
"(31349, 31353)",168
"(31349, 43698)",135
"(31353, 1063773)",0
"(31353, 1123576)",0
"(31353, 1124844)",101
"(31353, 1129608)",0
"(31353, 1135746)",0
"(31353, 1152162)",16
"(31353, 1152272)",29
"(31353, 1152904)",15
"(31353, 286562)",0
"(31353, 31927)",58
"(31353, 43698)",119
"(31353, 686532)",147
"(31353, 686559)",0
"(43698, 686532)",125
"(180373, 59798)",51
"(6217, 28412)",0
"(10798, 1154500)",0
"(10798, 18619)",0
"(10798, 20193)",0
"(10798, 252715)",95
"(18619, 1153091)",0
"(18619, 19231)",0
"(18619, 27627)",3
"(20193, 1108597)",0
"(20193, 1114777)",0
"(20193, 1116397)",78
"(20193, 1116839)",0
"(20193, 1119180)",0
"(20193, 112813)",0
"(20193, 1130653)",0
"(20193, 1130657)",0
"(20193, 1138091)",0
"(20193, 1152244)",7
"(20193, 1153877)",0
"(20193, 1153879)",0
"(20193, 1153889)",0
"(20193, 144330)",0
"(20193, 566488)",0
"(20193, 566653)",106
"(20193, 566664)",123
"(20193, 91853)",34
"(39199, 32276)",0
"(39199, 39210)",95
"(39199, 66982)",81
"(39199, 66990)",66
"(11148, 1129835)",170
"(11148, 1131719)",131
"(11148, 193354)",135
"(11148, 25413)",0
"(1129835, 193347)",85
"(1129835, 193352)",150
"(1129835, 193354)",155
"(1131719, 193347)",130
"(1131719, 193352)",155
"(1131719, 612306)",136
"(193354, 193347)",115
"(193354, 193352)",110
"(25413, 232606)",116
"(11326, 11339)",0
"(11339, 211432)",0
"(11339, 44017)",0
"(11339, 45061)",0
"(11335, 1127657)",0
"(11335, 11325)",0
"(11335, 217139)",0
"(217139, 143323)",55
"(211432, 34708)",0
"(44017, 206524)",60
"(44017, 48075)",110
"(12155, 1126350)",71
"(12155, 20602)",0
"(12158, 12199)",144
"(12158, 148399)",30
"(12158, 12350)",61
"(12158, 20601)",131
"(12158, 20602)",153
"(12199, 1119471)",99
"(12199, 12247)",130
"(12199, 20601)",107
"(12199, 20602)",130
"(148399, 12247)",42
"(148399, 27199)",0
"(148399, 27203)",6
"(12165, 1112099)",124
"(12165, 12195)",130
"(12165, 12238)",140
"(1112099, 12195)",93
"(1112099, 12238)",145
"(1112099, 101263)",100
"(12169, 1119471)",0
"(1119471, 12247)",95
"(1059953, 28640)",80
"(1106418, 27203)",0
"(1106418, 34979)",0
"(1106418, 86258)",0
"(1153183, 264347)",0
"(155736, 28649)",120
"(155736, 155738)",114
"(219239, 12247)",5
"(28632, 32260)",55
"(94713, 18777)",0
"(94713, 28957)",0
"(94713, 32260)",104
"(12194, 27199)",0
"(27199, 248119)",50
"(27199, 42209)",110
"(27199, 42221)",100
"(12195, 1107319)",135
"(12195, 1131611)",83
"(12195, 1132285)",0
"(12195, 38722)",98
"(12195, 51180)",170
"(12195, 12350)",61
"(1107319, 12350)",100
"(1107319, 51180)",95
"(1131611, 12350)",69
"(38722, 1135746)",96
"(38722, 51180)",91
"(51180, 12350)",105
"(111866, 64319)",116
"(95225, 20601)",121
"(95225, 20602)",117
"(12247, 20601)",100
"(12247, 20602)",87
"(12238, 101263)",60
"(101263, 101261)",0
"(101263, 1139928)",0
"(107569, 1107385)",0
"(1152490, 66990)",48
"(1152490, 156977)",121
"(1153861, 66990)",88
"(1153861, 156977)",90
"(400356, 66990)",13
"(12337, 16451)",0
"(12337, 16470)",31
"(12337, 16474)",24
"(16451, 12347)",0
"(16451, 12350)",0
"(16470, 16437)",64
"(16470, 1129621)",18
"(16474, 16437)",17
"(16474, 16471)",0
"(16474, 16476)",2
"(12347, 16485)",0
"(12350, 101811)",0
"(12350, 152227)",0
"(12350, 20601)",15
"(12350, 20602)",21
"(101811, 101662)",75
"(101811, 1153064)",80
"(152227, 1139928)",0
"(152227, 987197)",0
"(20601, 1118209)",0
"(20601, 1121537)",54
"(20601, 20602)",195
"(20602, 1121537)",93
"(1131634, 123825)",0
"(1104999, 56112)",150
"(1104999, 56115)",113
"(1107674, 56112)",140
"(1107674, 56115)",147
"(127033, 56112)",139
"(127033, 56115)",104
"(127033, 62718)",123
"(127033, 416455)",68
"(127033, 574710)",93
"(416455, 56709)",70
"(56112, 56115)",145
"(56112, 63832)",193
"(56709, 56708)",76
"(56709, 18834)",0
"(56709, 308529)",115
"(575795, 1128975)",77
"(575795, 595063)",75
"(62718, 56115)",157
"(63832, 56115)",160
"(12638, 119761)",0
"(119761, 143801)",140
"(119761, 284025)",102
"(119761, 284023)",100
"(13024, 899119)",100
"(13205, 1105148)",145
"(13205, 13208)",85
"(1105148, 13208)",125
"(1105148, 13212)",118
"(13208, 131318)",81
"(13208, 13212)",136
"(131318, 13212)",75
"(131318, 13213)",0
"(131318, 19697)",70
"(131318, 24966)",11
"(131318, 411005)",114
"(13212, 214472)",0
"(13212, 358884)",0
"(13212, 411005)",95
"(214472, 75693)",0
"(214472, 75694)",0
"(358884, 358894)",0
"(411005, 69198)",0
"(411005, 131315)",0
"(411005, 131317)",0
"(13652, 13654)",114
"(13652, 13656)",126
"(13652, 83746)",91
"(13652, 80656)",115
"(13654, 1115959)",113
"(13654, 119686)",58
"(13654, 83746)",97
"(13654, 987188)",112
"(13654, 80656)",126
"(13656, 13658)",77
"(13656, 80656)",112
"(83746, 294239)",69
"(1115959, 13658)",61
"(1115959, 118873)",65
"(119686, 13658)",119
"(119686, 987188)",130
"(987188, 13658)",110
"(987188, 118873)",74
"(13658, 294239)",0
"(13717, 37998)",0
"(13972, 1126050)",1
"(1126050, 93318)",0
"(13982, 34979)",0
"(14062, 1152358)",50
"(14062, 646836)",0
"(14062, 97390)",118
"(14062, 98693)",112
"(1152358, 82920)",0
"(1152358, 97390)",102
"(1152358, 98693)",75
"(1152358, 110041)",0
"(97390, 100935)",0
"(97390, 98693)",154
"(14083, 1103016)",0
"(14083, 62676)",0
"(1103016, 14090)",0
"(14090, 643069)",0
"(643069, 16819)",0
"(643069, 16843)",18
"(643069, 1131192)",0
"(14428, 1103031)",145
"(14428, 1103969)",105
"(14428, 14429)",154
"(14428, 14431)",125
"(14428, 34082)",170
"(14428, 73119)",180
"(1103031, 14429)",170
"(1103031, 14430)",140
"(1103031, 14431)",155
"(1103969, 14429)",140
"(1103969, 14430)",110
"(1103969, 34082)",150
"(14429, 1119216)",165
"(14429, 14431)",135
"(14429, 34082)",160
"(14429, 73119)",170
"(14429, 14430)",175
"(14431, 14430)",135
"(14431, 73119)",160
"(34082, 14430)",150
"(34082, 1119216)",160
"(73119, 14430)",165
"(1119216, 14430)",125
"(14529, 1103038)",0
"(14529, 239829)",0
"(1103038, 14531)",26
"(1103038, 14545)",98
"(14531, 1105932)",12
"(14531, 1152308)",38
"(14531, 56167)",90
"(14531, 592830)",14
"(14531, 60682)",0
"(1105932, 25772)",0
"(1105932, 39127)",48
"(1105932, 75969)",13
"(1105932, 75972)",102
"(1152308, 56167)",165
"(56167, 53942)",75
"(56167, 1119178)",0
"(56167, 239810)",70
"(592830, 39127)",148
"(592830, 75969)",95
"(592830, 75972)",127
"(592830, 1128935)",90
"(14545, 51934)",0
"(14807, 264347)",0
"(14807, 50354)",100
"(14807, 123556)",110
"(15076, 25702)",0
"(15076, 708945)",3
"(15076, 24043)",0
"(15076, 32276)",0
"(25702, 1153897)",0
"(25702, 147870)",0
"(25702, 202639)",0
"(708945, 191222)",0
"(175576, 93755)",0
"(210309, 1111978)",17
"(217115, 59626)",0
"(217115, 1112319)",24
"(35854, 15431)",0
"(41666, 23116)",0
"(41666, 943087)",0
"(89547, 1112319)",2
"(89547, 1116328)",0
"(89547, 1132385)",45
"(89547, 1152379)",0
"(89547, 237376)",0
"(89547, 45188)",122
"(1110024, 166825)",61
"(1118388, 15892)",77
"(1118388, 166825)",50
"(15892, 1116146)",0
"(175909, 112787)",0
"(15984, 158098)",54
"(158098, 15987)",24
"(158098, 16008)",43
"(15987, 523394)",23
"(15987, 653441)",27
"(15987, 714289)",14
"(523394, 16008)",0
"(523394, 39890)",40
"(523394, 523574)",45
"(653441, 39890)",41
"(653441, 73162)",91
"(653441, 523574)",47
"(653441, 559804)",136
"(653441, 1134346)",103
"(653441, 189774)",96
"(714289, 39890)",108
"(714289, 523574)",46
"(714289, 559804)",83
"(714289, 1154230)",0
"(714289, 1154232)",110
"(714289, 189571)",85
"(714289, 714208)",0
"(16008, 1131165)",0
"(16008, 189571)",85
"(16008, 189572)",54
"(189571, 39890)",106
"(189571, 1154232)",129
"(189571, 189572)",80
"(189571, 521855)",73
"(189571, 714748)",13
"(189572, 1134348)",17
"(189572, 714256)",78
"(16437, 152219)",0
"(16437, 430329)",0
"(16437, 51831)",0
"(152219, 29492)",66
"(152219, 131117)",65
"(430329, 127940)",0
"(1105603, 16485)",0
"(1129621, 16476)",15
"(1129621, 253971)",0
"(16471, 1104787)",4
"(16471, 1114992)",100
"(16471, 273949)",61
"(1104787, 16485)",0
"(1114992, 273949)",75
"(273949, 105856)",0
"(273949, 687401)",0
"(16476, 1123087)",1
"(1123087, 16485)",0
"(1123087, 94229)",0
"(1123087, 202639)",0
"(16485, 105856)",0
"(16485, 1109891)",0
"(16485, 1120049)",11
"(105856, 193931)",0
"(105856, 289085)",4
"(105856, 133553)",32
"(105856, 175548)",16
"(1109891, 141160)",0
"(1120049, 133553)",76
"(1120049, 175548)",26
"(16819, 1131167)",48
"(16819, 1131236)",149
"(16819, 1131274)",0
"(16819, 1131312)",141
"(16819, 126793)",3
"(16819, 643003)",0
"(16819, 643221)",82
"(16819, 644093)",157
"(16819, 644334)",49
"(16819, 646195)",5
"(16819, 646286)",108
"(16819, 642621)",0
"(16819, 643239)",129
"(1131167, 642681)",105
"(1131236, 642681)",129
"(1131236, 642894)",88
"(1131236, 643221)",145
"(1131236, 644093)",170
"(1131274, 644843)",0
"(1131312, 642894)",124
"(1131312, 643221)",110
"(1131312, 643239)",127
"(126793, 1131270)",29
"(126793, 16843)",28
"(643003, 1131189)",0
"(643221, 1131257)",16
"(643221, 1131305)",65
"(643221, 1131334)",140
"(643221, 1131335)",84
"(643221, 126927)",117
"(643221, 642894)",119
"(643221, 643239)",129
"(643221, 643485)",110
"(643221, 644093)",139
"(643221, 644448)",0
"(643221, 644577)",130
"(643221, 645897)",140
"(643221, 646286)",83
"(644093, 126927)",135
"(644093, 642681)",95
"(644093, 643239)",90
"(644334, 642681)",116
"(644334, 644441)",95
"(646195, 38537)",0
"(646286, 126927)",77
"(646286, 642681)",29
"(646286, 642894)",70
"(16843, 1152259)",45
"(16843, 1152991)",50
"(1152259, 71736)",35
"(1152991, 71736)",25
"(17201, 1126012)",0
"(17201, 184157)",154
"(17201, 95435)",135
"(1126012, 124952)",0
"(184157, 95435)",105
"(1152633, 36131)",122
"(1152633, 37888)",92
"(1152633, 77438)",140
"(17811, 1107136)",0
"(17821, 245955)",0
"(18532, 86923)",0
"(86923, 18536)",0
"(86923, 1114184)",0
"(18536, 1106854)",0
"(18536, 424540)",0
"(424540, 179702)",0
"(424540, 48555)",0
"(1153091, 46452)",35
"(18770, 28964)",0
"(18770, 531348)",120
"(18770, 531351)",80
"(28964, 28957)",0
"(28964, 1125402)",0
"(28964, 1125944)",0
"(531348, 531351)",110
"(18773, 88356)",0
"(88356, 28957)",0
"(18774, 73146)",88
"(18774, 18777)",55
"(73146, 18777)",108
"(73146, 35778)",75
"(18777, 103537)",4
"(18777, 1112686)",0
"(18777, 173863)",87
"(18777, 66794)",0
"(18777, 79817)",0
"(103537, 28957)",7
"(103537, 126912)",0
"(1112686, 18811)",0
"(1112686, 143476)",0
"(66794, 28957)",0
"(66794, 1105505)",0
"(66794, 1153031)",0
"(66794, 108974)",0
"(66794, 466170)",0
"(79817, 1131466)",55
"(18781, 18785)",0
"(18811, 1106401)",0
"(18811, 20920)",0
"(20920, 18812)",0
"(20920, 18815)",0
"(18812, 510715)",0
"(18832, 18833)",0
"(18833, 18834)",0
"(18834, 1152944)",95
"(593210, 195792)",63
"(593210, 459216)",0
"(593210, 593209)",0
"(593329, 70970)",0
"(19231, 1153736)",0
"(19231, 12960)",81
"(19231, 30934)",45
"(19231, 686061)",21
"(12960, 30934)",91
"(12960, 33325)",0
"(12960, 116021)",37
"(686061, 27623)",94
"(686061, 27627)",109
"(19621, 1128846)",0
"(19621, 1131464)",122
"(19621, 123825)",49
"(19621, 240791)",0
"(19621, 628888)",0
"(19621, 649730)",97
"(19621, 649739)",133
"(19621, 66990)",0
"(19621, 853116)",72
"(19621, 948147)",0
"(19621, 853114)",117
"(19621, 853115)",96
"(1131464, 123825)",83
"(1131464, 649730)",175
"(1131464, 649739)",110
"(123825, 1154276)",0
"(123825, 649730)",100
"(123825, 649739)",120
"(240791, 45605)",57
"(240791, 503871)",145
"(240791, 650834)",0
"(628888, 628764)",0
"(66990, 1117501)",0
"(66990, 39210)",56
"(66990, 126912)",0
"(853116, 853114)",165
"(853116, 853115)",160
"(853116, 853155)",90
"(948147, 733534)",0
"(19697, 40124)",73
"(19697, 24966)",105
"(40124, 23116)",58
"(40124, 24966)",103
"(40124, 1104258)",24
"(40124, 1112723)",98
"(40124, 145176)",100
"(20178, 38829)",123
"(20178, 64271)",102
"(20178, 91853)",84
"(20178, 20179)",165
"(38829, 1116397)",71
"(38829, 1152244)",97
"(38829, 64271)",86
"(38829, 117328)",49
"(64271, 1152244)",90
"(64271, 95188)",80
"(91853, 20179)",75
"(91853, 1110579)",20
"(91853, 1116397)",129
"(91853, 1116410)",25
"(20179, 95188)",67
"(95188, 1110579)",46
"(95188, 1116410)",106
"(95188, 117328)",57
"(1114777, 55770)",104
"(1114777, 67633)",53
"(1114777, 112099)",0
"(566653, 566664)",115
"(20528, 36162)",0
"(70442, 70444)",121
"(20584, 1106849)",0
"(20584, 1118823)",16
"(20584, 20592)",65
"(20584, 389715)",11
"(1118823, 46491)",125
"(1118823, 46547)",89
"(1118823, 360028)",0
"(20592, 31479)",0
"(389715, 46491)",153
"(389715, 46547)",120
"(389715, 107251)",157
"(389715, 107252)",130
"(1118209, 27203)",19
"(1121537, 416867)",0
"(20923, 1115701)",165
"(20923, 1116530)",0
"(20923, 20924)",131
"(20923, 289885)",183
"(20923, 294030)",81
"(1115701, 20924)",142
"(1115701, 31479)",101
"(1115701, 202520)",0
"(1115701, 289885)",145
"(20924, 289885)",90
"(20924, 294030)",91
"(289885, 31479)",80
"(294030, 31479)",20
"(294030, 39890)",0
"(22229, 1103383)",88
"(22229, 1107418)",75
"(22229, 1128369)",94
"(22229, 144701)",81
"(22229, 22241)",155
"(22229, 243483)",0
"(22229, 459216)",0
"(22229, 595193)",87
"(1103383, 22241)",105
"(1107418, 22241)",91
"(1107418, 108047)",0
"(1128369, 22241)",105
"(144701, 1128975)",49
"(144701, 1128997)",0
"(144701, 1136342)",0
"(144701, 595063)",39
"(22241, 595193)",115
"(243483, 62634)",17
"(243483, 459214)",93
"(459216, 1123530)",0
"(22386, 1128407)",155
"(22386, 38846)",156
"(1128407, 38846)",138
"(1128407, 74975)",95
"(38846, 74975)",115
"(107251, 46491)",91
"(107251, 46547)",130
"(107251, 107252)",110
"(107252, 46491)",141
"(1121459, 40886)",145
"(36140, 27249)",0
"(36140, 350373)",0
"(36140, 46500)",70
"(36140, 63915)",14
"(94229, 1111733)",0
"(1110563, 179180)",81
"(22869, 22876)",80
"(22876, 22874)",45
"(22876, 22875)",0
"(22876, 22883)",0
"(22883, 34961)",70
"(22883, 51879)",100
"(22886, 1107367)",125
"(1107367, 95642)",90
"(23069, 23070)",43
"(23069, 74700)",61
"(23069, 134315)",0
"(23069, 134320)",0
"(23070, 1116044)",49
"(23070, 134307)",109
"(23070, 134316)",148
"(23070, 74698)",140
"(23070, 87915)",123
"(23070, 65074)",138
"(23070, 137130)",111
"(74700, 134307)",45
"(1116044, 134314)",43
"(134307, 65057)",126
"(134307, 65074)",110
"(134307, 74698)",171
"(134307, 134316)",137
"(134316, 65074)",130
"(134316, 134314)",65
"(134316, 1117920)",120
"(134316, 142268)",204
"(74698, 65057)",150
"(74698, 65074)",144
"(87915, 65074)",143
"(87915, 1110209)",150
"(87915, 1153786)",0
"(87915, 142268)",130
"(23116, 1105433)",100
"(23116, 1111978)",0
"(23116, 24966)",54
"(23116, 27627)",27
"(23116, 65212)",95
"(23116, 253762)",0
"(1105433, 24966)",95
"(1105433, 65212)",165
"(152731, 43186)",16
"(217852, 37483)",0
"(189574, 1123689)",0
"(84020, 1106298)",0
"(24043, 1111265)",0
"(24043, 928873)",0
"(928873, 370366)",20
"(24476, 1103499)",0
"(24476, 1153024)",70
"(24966, 1106671)",99
"(24966, 1123576)",0
"(24966, 1131149)",0
"(24966, 1154042)",64
"(24966, 124828)",0
"(24966, 145134)",59
"(24966, 145176)",34
"(24966, 197452)",0
"(24966, 202639)",0
"(24966, 27627)",2
"(24966, 63549)",122
"(24966, 65212)",119
"(24966, 671293)",0
"(24966, 95719)",1
"(1131149, 74821)",72
"(1131149, 641956)",52
"(1154042, 65212)",120
"(145134, 129287)",1
"(145176, 1112723)",88
"(197452, 36162)",0
"(197452, 1135894)",0
"(202639, 144408)",0
"(202639, 40131)",0
"(202639, 643597)",0
"(27627, 116021)",0
"(27627, 27632)",127
"(27627, 686015)",101
"(27627, 686030)",74
"(63549, 270456)",0
"(671293, 1132443)",6
"(24974, 1104258)",146
"(24974, 1112723)",35
"(24974, 34315)",74
"(24974, 40125)",110
"(1104258, 40125)",94
"(34315, 40125)",90
"(40125, 141596)",0
"(285675, 285687)",0
"(385572, 1120084)",80
"(1153897, 94641)",0
"(147870, 1109185)",0
"(147870, 1132434)",1
"(147870, 636500)",9
"(25772, 1104769)",0
"(25772, 1122580)",0
"(25772, 1126503)",0
"(25772, 641956)",0
"(25772, 116528)",0
"(1122580, 27895)",0
"(1126503, 50838)",0
"(641956, 370366)",0
"(641956, 1131150)",31
"(25791, 45212)",1
"(45212, 46887)",0
"(25794, 50838)",0
"(1110028, 166989)",110
"(1121063, 166989)",70
"(248119, 42221)",95
"(248119, 93273)",37
"(27530, 1128542)",0
"(27530, 27531)",32
"(27530, 592826)",16
"(27531, 27543)",26
"(592826, 39127)",40
"(592826, 1128935)",110
"(27623, 1104182)",0
"(27623, 27632)",116
"(27623, 686015)",110
"(27623, 686030)",90
"(308529, 56708)",145
"(567005, 1127810)",0
"(28336, 108047)",74
"(28336, 117315)",102
"(108047, 1128319)",92
"(108047, 1153899)",107
"(108047, 578645)",98
"(108047, 578646)",140
"(108047, 578649)",106
"(108047, 578898)",90
"(28385, 118558)",0
"(194645, 248823)",0
"(28491, 1152910)",0
"(28504, 1139928)",0
"(28504, 131315)",0
"(28504, 365294)",71
"(131315, 29708)",0
"(131315, 29723)",0
"(28649, 155738)",103
"(578669, 1128943)",74
"(578669, 1128978)",73
"(28957, 159897)",0
"(159897, 108962)",143
"(159897, 108983)",167
"(159897, 310653)",135
"(159897, 683355)",25
"(29492, 1112426)",44
"(29492, 1122574)",0
"(29492, 131117)",100
"(29492, 144408)",54
"(29492, 29708)",0
"(29492, 400473)",70
"(1112426, 219446)",35
"(131117, 400473)",105
"(144408, 219446)",8
"(144408, 231198)",0
"(29723, 300806)",65
"(29738, 155277)",0
"(144679, 1114239)",54
"(31083, 48066)",0
"(31105, 1105672)",13
"(1105672, 46491)",0
"(1105672, 70281)",0
"(1124844, 31927)",160
"(1129608, 573553)",0
"(31927, 1129572)",120
"(31927, 194609)",103
"(31927, 563613)",110
"(31479, 39165)",2
"(39165, 31483)",100
"(39165, 118682)",130
"(39165, 92589)",92
"(31483, 118682)",83
"(31489, 40583)",85
"(31489, 40605)",161
"(31489, 632796)",137
"(31489, 632874)",90
"(31489, 632935)",0
"(31489, 633721)",136
"(31489, 633081)",160
"(40583, 40605)",115
"(40583, 632874)",140
"(40605, 633721)",139
"(40605, 884094)",129
"(40605, 633081)",135
"(632796, 884094)",101
"(632796, 633081)",130
"(632874, 633081)",165
"(67245, 67246)",60
"(31863, 358894)",115
"(31863, 91581)",98
"(358894, 91581)",75
"(358894, 358866)",115
"(358894, 358887)",60
"(91581, 137868)",0
"(1129572, 194609)",90
"(1129572, 377303)",0
"(1129572, 563613)",90
"(32083, 1153933)",0
"(32083, 200630)",0
"(32083, 346292)",0
"(32083, 45605)",17
"(32083, 688361)",0
"(200630, 643734)",0
"(346292, 284023)",80
"(346292, 1152958)",130
"(45605, 1131639)",0
"(45605, 144212)",70
"(45605, 503871)",105
"(45605, 682815)",51
"(45605, 975567)",2
"(32276, 174418)",80
"(32276, 636500)",7
"(32276, 84695)",0
"(174418, 174425)",95
"(33231, 1132887)",0
"(33325, 1110256)",0
"(1110256, 171954)",45
"(124296, 51834)",0
"(78549, 33823)",105
"(78549, 78557)",140
"(78552, 33823)",120
"(78552, 78557)",150
"(78557, 33823)",131
"(78557, 78555)",134
"(33823, 1119004)",0
"(33895, 58758)",0
"(1110546, 178718)",35
"(34257, 1106771)",128
"(34257, 1111186)",100
"(34257, 1114398)",90
"(34257, 1115456)",61
"(34257, 1116974)",133
"(34257, 1122642)",144
"(34257, 192870)",115
"(34257, 34263)",171
"(34257, 34266)",160
"(34257, 368605)",125
"(34257, 87482)",115
"(34257, 90655)",163
"(34257, 74427)",145
